set,id,m,n,cmax,runtime,peak_kb
medium_instances.yaml,407,10,200,1049,0.002408266067504883,6.83984375
medium_instances.yaml,408,10,200,1019,0.00413203239440918,11.04296875
medium_instances.yaml,409,10,200,1000,0.0008752346038818359,4.42578125
medium_instances.yaml,410,10,200,968,0.0008463859558105469,4.42578125
medium_instances.yaml,411,10,200,1043,0.0034699440002441406,6.83984375
medium_instances.yaml,412,10,200,1053,0.0031251907348632812,6.83984375
medium_instances.yaml,413,10,200,1025,0.002687215805053711,6.83984375
medium_instances.yaml,414,10,200,1013,0.0040340423583984375,11.04296875
medium_instances.yaml,415,10,200,997,0.0008459091186523438,4.42578125
medium_instances.yaml,416,10,200,933,0.0009167194366455078,4.42578125
medium_instances.yaml,417,10,200,1065,0.002666950225830078,6.83984375
medium_instances.yaml,418,10,200,976,0.004891633987426758,11.04296875
medium_instances.yaml,419,10,200,992,0.0024929046630859375,6.83984375
medium_instances.yaml,420,10,200,1000,0.0041730403900146484,11.04296875
medium_instances.yaml,421,10,200,1038,0.002664327621459961,6.77734375
medium_instances.yaml,422,10,200,962,0.0009946823120117188,4.42578125
medium_instances.yaml,423,10,200,1051,0.0035810470581054688,6.83984375
medium_instances.yaml,424,10,200,1033,0.004387378692626953,11.10546875
medium_instances.yaml,425,10,200,995,0.0025577545166015625,6.83984375
medium_instances.yaml,426,10,200,998,0.004301548004150391,11.04296875
medium_instances.yaml,427,10,200,1043,0.003048419952392578,6.83984375
medium_instances.yaml,428,10,200,1014,0.0009233951568603516,4.42578125
medium_instances.yaml,429,10,200,1050,0.0009829998016357422,4.42578125
medium_instances.yaml,430,10,200,1042,0.002519845962524414,6.83984375
medium_instances.yaml,431,10,200,1033,0.002811908721923828,6.83984375
medium_instances.yaml,432,10,200,1015,0.0025091171264648438,6.83984375
medium_instances.yaml,433,10,200,993,0.0008797645568847656,4.42578125
medium_instances.yaml,434,10,200,1030,0.00462651252746582,11.04296875
medium_instances.yaml,435,10,200,1054,0.002973318099975586,6.83984375
medium_instances.yaml,436,10,200,1054,0.0028676986694335938,6.83984375
medium_instances.yaml,437,10,200,1000,0.003315448760986328,6.77734375
medium_instances.yaml,438,10,200,932,0.0008714199066162109,4.42578125
medium_instances.yaml,439,10,200,986,0.0025284290313720703,6.83984375
medium_instances.yaml,440,10,200,935,0.00428009033203125,6.83984375
medium_instances.yaml,441,10,200,969,0.002942800521850586,6.83984375
medium_instances.yaml,442,10,200,1033,0.0030663013458251953,6.83984375
medium_instances.yaml,443,10,200,986,0.0026438236236572266,6.83984375
medium_instances.yaml,444,10,200,947,0.0009715557098388672,4.42578125
medium_instances.yaml,445,10,200,1006,0.004475116729736328,11.04296875
medium_instances.yaml,446,10,200,1014,0.0009315013885498047,4.42578125
medium_instances.yaml,447,10,200,1062,0.0031201839447021484,6.83984375
medium_instances.yaml,448,10,200,1016,0.001589059829711914,4.42578125
medium_instances.yaml,449,10,200,994,0.003178119659423828,6.83984375
medium_instances.yaml,450,10,200,998,0.002521514892578125,6.83984375
medium_instances.yaml,451,10,200,1000,0.0016224384307861328,4.42578125
medium_instances.yaml,452,10,200,1027,0.00426483154296875,6.83984375
medium_instances.yaml,453,10,200,1051,0.003340482711791992,6.69921875
medium_instances.yaml,454,10,200,1003,0.0014748573303222656,4.42578125
medium_instances.yaml,455,10,200,1010,0.0038208961486816406,6.83984375
medium_instances.yaml,456,10,200,1003,0.0028274059295654297,6.83984375
medium_instances.yaml,457,10,200,1028,0.00442194938659668,6.83984375
medium_instances.yaml,458,10,200,953,0.006125688552856445,11.04296875
medium_instances.yaml,459,10,200,1045,0.0054340362548828125,10.98046875
medium_instances.yaml,460,10,200,1096,0.0034177303314208984,6.75390625
medium_instances.yaml,461,10,200,938,0.003179311752319336,6.83984375
medium_instances.yaml,462,10,200,1005,0.0008521080017089844,4.42578125
medium_instances.yaml,463,10,200,1063,0.006905078887939453,11.04296875
medium_instances.yaml,464,10,200,1030,0.0010759830474853516,4.42578125
medium_instances.yaml,465,10,200,1027,0.0009784698486328125,4.42578125
medium_instances.yaml,466,10,200,997,0.0010256767272949219,4.42578125
medium_instances.yaml,467,10,200,971,0.0028734207153320312,6.83984375
medium_instances.yaml,468,10,200,1033,0.0023386478424072266,6.80859375
medium_instances.yaml,469,10,200,936,0.00269317626953125,6.83984375
medium_instances.yaml,470,10,200,960,0.0010492801666259766,4.42578125
medium_instances.yaml,471,10,200,1025,0.0008592605590820312,4.42578125
medium_instances.yaml,472,10,200,994,0.000881195068359375,4.42578125
medium_instances.yaml,473,10,200,1032,0.0024700164794921875,6.83984375
medium_instances.yaml,474,10,200,1005,0.0027403831481933594,6.83984375
medium_instances.yaml,475,10,200,1038,0.002489805221557617,6.83984375
medium_instances.yaml,476,10,200,1018,0.0008504390716552734,4.42578125
medium_instances.yaml,477,10,200,1036,0.003896474838256836,11.04296875
medium_instances.yaml,478,10,200,1042,0.0009069442749023438,4.42578125
medium_instances.yaml,479,10,200,1074,0.0008411407470703125,4.42578125
medium_instances.yaml,480,10,200,1024,0.002437591552734375,6.83984375
medium_instances.yaml,481,10,200,1061,0.0008399486541748047,4.42578125
medium_instances.yaml,482,10,200,1012,0.005046844482421875,11.04296875
medium_instances.yaml,483,10,200,1000,0.0008616447448730469,4.42578125
medium_instances.yaml,484,10,200,1026,0.003943204879760742,11.04296875
medium_instances.yaml,485,10,200,998,0.000843048095703125,4.42578125
medium_instances.yaml,486,10,200,987,0.0032148361206054688,6.83984375
medium_instances.yaml,487,10,200,1030,0.002331256866455078,6.83984375
medium_instances.yaml,488,10,200,947,0.004012346267700195,11.04296875
medium_instances.yaml,489,10,200,967,0.0025446414947509766,6.83984375
medium_instances.yaml,490,10,200,912,0.002338409423828125,6.83984375
medium_instances.yaml,491,10,200,989,0.0010344982147216797,4.42578125
medium_instances.yaml,492,10,200,973,0.0009458065032958984,4.42578125
medium_instances.yaml,493,10,200,940,0.0009248256683349609,4.42578125
medium_instances.yaml,494,10,200,1033,0.003953695297241211,11.04296875
medium_instances.yaml,495,10,200,954,0.002499103546142578,6.83984375
medium_instances.yaml,496,10,200,990,0.002400636672973633,6.83984375
medium_instances.yaml,497,10,200,1023,0.002473592758178711,6.83984375
medium_instances.yaml,498,10,200,991,0.0028336048126220703,6.75390625
medium_instances.yaml,499,10,200,990,0.004134416580200195,10.91796875
small_instances.yaml,0,3,10,24,5.245208740234375e-05,0.640625
small_instances.yaml,1,3,10,14,5.1975250244140625e-05,0.640625
small_instances.yaml,2,3,10,14,4.863739013671875e-05,0.640625
small_instances.yaml,3,3,10,14,5.269050598144531e-05,0.640625
small_instances.yaml,4,3,10,19,4.410743713378906e-05,0.640625
small_instances.yaml,5,3,10,15,4.458427429199219e-05,0.671875
small_instances.yaml,6,3,10,18,4.57763671875e-05,0.640625
small_instances.yaml,7,3,10,15,4.792213439941406e-05,0.640625
small_instances.yaml,8,3,10,16,4.38690185546875e-05,0.640625
small_instances.yaml,9,3,10,16,4.38690185546875e-05,0.640625
small_instances.yaml,10,3,10,20,4.291534423828125e-05,0.640625
small_instances.yaml,11,3,10,21,9.131431579589844e-05,0.75
small_instances.yaml,12,3,10,17,4.506111145019531e-05,0.640625
small_instances.yaml,13,3,10,23,9.298324584960938e-05,0.75
small_instances.yaml,14,3,10,18,8.225440979003906e-05,0.78125
small_instances.yaml,15,3,10,20,4.458427429199219e-05,0.640625
small_instances.yaml,16,3,10,20,4.315376281738281e-05,0.640625
small_instances.yaml,17,3,10,18,4.267692565917969e-05,0.640625
small_instances.yaml,18,3,10,18,4.291534423828125e-05,0.640625
small_instances.yaml,19,3,10,15,4.267692565917969e-05,0.640625
vary_n,vn_0,10,50,246,0.0007729530334472656,4.10546875
vary_n,vn_1,10,100,542,0.001287221908569336,4.47265625
vary_n,vn_2,10,200,1023,0.0069811344146728516,11.09765625
vary_n,vn_3,10,400,2144,0.005952119827270508,22.3125
vary_n,vn_4,10,800,4252,0.0039403438568115234,35.9765625
vary_m,vm_0,2,200,5777,0.0007619857788085938,3.83203125
vary_m,vm_1,5,200,2311,0.0008132457733154297,3.85546875
vary_m,vm_2,10,200,1156,0.0030443668365478516,6.74609375
vary_m,vm_3,20,200,579,0.004132747650146484,8.32421875
vary_m,vm_4,40,200,290,0.019623756408691406,22.83984375
